item_id	domain_id	domain_name	dimension_id	dimension_name	facet_id	facet_name	method_family	item_format	item_text	option_a	option_b	option_c	option_d	option_e	keyed_answer	response_scale	primary_domain_id	primary_dimension_id	primary_facet_id	secondary_dimension_ids	loading_type	intended_meaning	prohibited_overlap	bank_state	use_status	validation_track
NEX-GMB-206	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-RN	Recognition Need	likert	statement	I feel motivated when my efforts are publicly acknowledged by others.							1-5 Agreement	D3	D3-RO	D3-RO-RN	D3-ID,D1-SA	adjacent	Measures need for external recognition to feel rewarded at work.	Achievement drive as identity	research	operational_blocked	structural,discriminant
NEX-GMB-207	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-RN	Recognition Need	likert	statement	Receiving praise from supervisors encourages me to maintain high performance.							1-5 Agreement	D3	D3-RO	D3-RO-RN	D3-ID,D1-SA	adjacent	Measures how verbal recognition influences sustained work motivation.	Achievement drive as identity	research	operational_blocked	structural,discriminant
NEX-GMB-208	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-SRP	Symbolic Reward Preference	likert	statement	I prefer rewards that symbolize my status rather than just financial gain.							1-5 Agreement	D3	D3-RO	D3-RO-SRP	D3-ID,D3-AD	adjacent	Measures preference for symbolic or status-related rewards over cash.	Status signaling only	research	operational_blocked	structural,discriminant
NEX-GMB-209	D3	Values and Motivational Drivers	D3-RO	Reward Orientation	D3-RO-SRP	Symbolic Reward Preference	likert	statement	Recognition items like trophies or titles motivate me more than bonuses alone.							1-5 Agreement	D3	D3-RO	D3-RO-SRP	D3-ID,D3-AD	adjacent	Measures the motivational impact of symbolic rewards compared to monetary ones.	Status signaling only	research	operational_blocked	structural,discriminant
NEX-GMB-210	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-CN	Clarity Need	likert	statement	I am comfortable starting a new project even without clear instructions to guide me.							1-5 Agreement	D3	D3-SD	D3-SD-CN	D5-WS,D1-CE	adjacent	Measures desire for clear, unambiguous guidance before task execution.	Conscientious Execution as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-211	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-CN	Clarity Need	likert	statement	I often fail to do this consistently at work.							1-5 Agreement	D3	D3-SD	D3-SD-CN	D5-WS,D1-CE	adjacent	Measures discomfort with ambiguous objectives that hinder task planning.	Conscientious Execution as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-212	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-OV1	Security Drive Overlay 1	forced_choice	paired_statement	Choose the statement that is more like you at work.	I prefer predictable plans that minimize surprises to feel secure in my work.	I value flexibility and adjusting plans as I learn more, even if it brings uncertainty.				A_or_B	forced_choice_binary	D3	D3-SD	D3-SD-OV1		adjacent	Measures tradeoff between preference for predictability and openness to flexible adaptation.	Dimension overlay should not collapse into image management or generic superiority signaling.	pilot	operational_blocked	structural,discriminant
NEX-GMB-213	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-RC	Risk Containment	likert	statement	I double-check potential risks before making decisions to avoid unexpected problems.							1-5 Agreement	D3	D3-SD	D3-SD-RC	D5-JDQ,D1-IN	adjacent	Measures tendency to actively identify and mitigate risks prior to action.	Fearfulness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-214	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-RC	Risk Containment	likert	statement	I feel uncomfortable taking actions without fully understanding possible negative outcomes.							1-5 Agreement	D3	D3-SD	D3-SD-RC	D5-JDQ,D1-IN	adjacent	Measures reluctance to act when risks are uncertain or unknown.	Fearfulness as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-215	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-RP	Resource Protection	likert	statement	I carefully monitor resources to prevent waste or loss during projects.							1-5 Agreement	D3	D3-SD	D3-SD-RP	D5-JDQ,D1-IN	adjacent	Measures vigilance in protecting assets and resources from inefficiency or damage.	Finance-specific caution	pilot	operational_blocked	structural,discriminant
NEX-GMB-216	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-RP	Resource Protection	likert	statement	I prefer to conserve resources rather than use them freely, even if it slows progress.							1-5 Agreement	D3	D3-SD	D3-SD-RP	D5-JDQ,D1-IN	adjacent	Measures preference for resource frugality over rapid consumption.	Finance-specific caution	pilot	operational_blocked	structural,discriminant
NEX-GMB-217	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-SP	Stability Preference	likert	statement	I seek stable work environments where routines and expectations are consistent.							1-5 Agreement	D3	D3-SD	D3-SD-SP	D5-AD,D1-EO	adjacent	Measures preference for predictability and consistency in the workplace.	Low adaptability as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-218	D3	Values and Motivational Drivers	D3-SD	Security Drive	D3-SD-SP	Stability Preference	likert	statement	I feel more productive when changes at work are gradual and well explained.							1-5 Agreement	D3	D3-SD	D3-SD-SP	D5-AD,D1-EO	adjacent	Measures comfort with gradual, communicated changes rather than abrupt shifts.	Low adaptability as identity	pilot	operational_blocked	structural,discriminant
NEX-GMB-219	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-BBS	Bounce-Back Speed	contextual_self_report	statement	It often takes me a long time to get back to normal productivity after a setback at work.							1-5 Frequency	D4	D4-RC	D4-RC-BBS	D1-ES,D5-AD	adjacent	Measures how fast I recover my work performance after difficulties.	Toughness image only	production	operational_allowed	calibration,discriminant
NEX-GMB-220	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-BBS	Bounce-Back Speed	contextual_self_report	statement	When a project does not go as planned, I often delay resuming my tasks.							1-5 Frequency	D4	D4-RC	D4-RC-BBS	D1-ES,D5-AD	adjacent	Measures my ability to promptly resume work after unexpected problems.	Toughness image only	production	operational_allowed	calibration,discriminant
NEX-GMB-221	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-END	Endurance	contextual_self_report	statement	I maintain effort on long-term work goals despite challenges and distractions.							1-5 Frequency	D4	D4-RC	D4-RC-END	D1-CE,D3-AD	adjacent	Measures sustained effort on goals over time despite obstacles.	Workaholism	production	operational_allowed	calibration,discriminant
NEX-GMB-222	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-END	Endurance	contextual_self_report	statement	I keep working steadily toward objectives even when progress is slow.							1-5 Frequency	D4	D4-RC	D4-RC-END	D1-CE,D3-AD	adjacent	Measures my ability to persist steadily despite slow results.	Workaholism	production	operational_allowed	calibration,discriminant
NEX-GMB-223	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-OV1	Resilience Capacity Overlay 1	sjt	scenario_mcq	You receive critical feedback on a project you led that was not successful. What is the strongest response?	Listen carefully, acknowledge valid points, and plan improvements based on the feedback.	Defend your decisions strongly to show confidence in your approach.	Ignore the feedback and focus on your next task immediately.	Discuss the feedback with colleagues to find out if others agree before responding.	Request that your manager handle the feedback discussion to avoid conflict.	A	sjt_single_best	D4	D4-RC	D4-RC-OV1		adjacent	Measures the ability to productively respond to negative feedback and setbacks.	Dimension overlay should not collapse into image management or generic superiority signaling.	production	operational_allowed	calibration,discriminant
NEX-GMB-224	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-PER	Persistence	contextual_self_report	statement	I continue trying to solve problems even when initial attempts fail.							1-5 Frequency	D4	D4-RC	D4-RC-PER	D1-CE,D3-AD	adjacent	Measures my persistence in problem solving after setbacks.	Overwork as virtue	production	operational_allowed	calibration,discriminant
NEX-GMB-225	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-PER	Persistence	contextual_self_report	statement	I stay motivated to complete tasks despite difficulties or delays.							1-5 Frequency	D4	D4-RC	D4-RC-PER	D1-CE,D3-AD	adjacent	Measures sustained motivation and task completion despite challenges.	Overwork as virtue	production	operational_allowed	calibration,discriminant
NEX-GMB-226	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-RFC	Reframing Capacity	contextual_self_report	statement	I find new ways to look at challenges that help me stay effective.							1-5 Frequency	D4	D4-RC	D4-RC-RFC	D4-SA,D5-AD	adjacent	Measures ability to reframe difficulties to maintain effectiveness.	Forced positivity	production	operational_allowed	calibration,discriminant
NEX-GMB-227	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-RFC	Reframing Capacity	contextual_self_report	statement	I can change my perspective on setbacks to see opportunities for growth.							1-5 Frequency	D4	D4-RC	D4-RC-RFC	D4-SA,D5-AD	adjacent	Measures capacity to reframe setbacks as learning or growth chances.	Forced positivity	production	operational_allowed	calibration,discriminant
NEX-GMB-228	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-ST	Setback Tolerance	contextual_self_report	statement	I handle criticism or setbacks without losing confidence in my work abilities.							1-5 Frequency	D4	D4-RC	D4-RC-ST	D1-ES,D5-AD	adjacent	Measures tolerance of setbacks without confidence loss.	Indifference to feedback	production	operational_allowed	calibration,discriminant
NEX-GMB-229	D4	Interpersonal and Emotional Functioning	D4-RC	Resilience Capacity	D4-RC-ST	Setback Tolerance	contextual_self_report	statement	I remain calm and composed when faced with unexpected difficulties at work.							1-5 Frequency	D4	D4-RC	D4-RC-ST	D1-ES,D5-AD	adjacent	Measures emotional tolerance and composure under work challenges.	Indifference to feedback	production	operational_allowed	calibration,discriminant
NEX-GMB-230	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-BM	Boundary Management	contextual_self_report	statement	I am often unclear about my availability limits to colleagues, which can affect my focus on priorities.							1-5 Frequency	D4	D4-RM	D4-RM-BM	D3-AUD,D5-LE	adjacent	Measures my ability to set and communicate professional boundaries to protect work focus.	Coldness as professionalism	production	operational_allowed	calibration,discriminant
NEX-GMB-231	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-BM	Boundary Management	contextual_self_report	statement	I frequently check work messages outside agreed hours, making it hard to separate personal and work time.							1-5 Frequency	D4	D4-RM	D4-RM-BM	D3-AUD,D5-LE	adjacent	Measures self-discipline in maintaining clear separation between work and personal time.	Coldness as professionalism	production	operational_allowed	calibration,discriminant
NEX-GMB-232	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-CH	Conflict Handling	contextual_self_report	statement	When disagreements arise, I address them promptly by discussing the issue directly with those involved.							1-5 Frequency	D4	D4-RM	D4-RM-CH	D1-IO,D5-CI	adjacent	Measures proactive handling of conflict through direct communication.	Conflict avoidance as skill	production	operational_allowed	calibration,criterion
NEX-GMB-233	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-CH	Conflict Handling	contextual_self_report	statement	I remain calm and listen carefully when colleagues express opposing views during conflicts.							1-5 Frequency	D4	D4-RM	D4-RM-CH	D1-IO,D5-CI	adjacent	Measures emotional regulation and active listening in conflict situations.	Conflict avoidance as skill	production	operational_allowed	calibration,criterion
NEX-GMB-234	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-IT	Influence Tone	contextual_self_report	statement	I use respectful language and tone to influence others and build cooperation.							1-5 Frequency	D4	D4-RM	D4-RM-IT	D5-CI,D5-LE	adjacent	Measures use of positive tone to enhance influence and collaboration.	Charm only	production	operational_allowed	calibration,discriminant
NEX-GMB-235	D4	Interpersonal and Emotional Functioning	D4-RM	Relationship Management	D4-RM-IT	Influence Tone	contextual_self_report	statement	I adjust my communication style to suit the audience's preferences and concerns.							1-5 Frequency	D4	D4-RM	D4-RM-IT	D5-CI,D5-LE	adjacent	Measures adaptability in influence through tone and style adjustments.	Charm only	production	operational_allowed	calibration,discriminant
